fighter_name,first,last,nickname,height_cm,weight_lbs,reach_cm,stance,dob,url
Stephen Ledbetter,Stephen,Ledbetter,,175.3,145.0,,Orthodox,1982-06-30,http://ufcstats.com/fighter-details/56ec58954158966a
Justin Ledet,Justin,Ledet,El Blanco,193.0,205.0,203.2,Orthodox,1988-09-28,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430
James Lee,James,Lee,,180.3,205.0,,Southpaw,1973-09-22,http://ufcstats.com/fighter-details/863d06a7ef8bc98c
David Lee,David,Lee,,177.8,155.0,,Orthodox,,http://ufcstats.com/fighter-details/8caca5857ce0e30b
Jackie Lee,Jackie,Lee,,,,,,,http://ufcstats.com/fighter-details/4985113c0928aa62
Eun Soo Lee,Eun Soo,Lee,,185.4,215.0,,Orthodox,1982-03-07,http://ufcstats.com/fighter-details/39c568f8c579913e
Tae Hyun Lee,Tae Hyun,Lee,,198.1,295.0,,Orthodox,1975-01-17,http://ufcstats.com/fighter-details/de99da2c0d18d34a
Tommy Lee,Tommy,Lee,,170.2,145.0,,Orthodox,1977-01-20,http://ufcstats.com/fighter-details/806975e1b4f47b27
Matt Lee,Matt,Lee,,180.3,155.0,,Orthodox,,http://ufcstats.com/fighter-details/d9e3743bae8d703d
Imani Lee,Imani,Lee,,,,,Orthodox,,http://ufcstats.com/fighter-details/0802be3516ef8f66
Vaughan Lee,Vaughan,Lee,,167.6,125.0,167.6,Orthodox,1982-10-15,http://ufcstats.com/fighter-details/8bb6f4479685bbcc
Kevin Lee,Kevin,Lee,The Motown Phenom,175.3,170.0,195.6,Orthodox,1992-09-04,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7
Rocky Lee,Rocky,Lee,,175.3,145.0,,Orthodox,1987-04-08,http://ufcstats.com/fighter-details/0d1c163b206e8c5f
Andrea Lee,Andrea,Lee,KGB,167.6,125.0,175.3,Orthodox,1989-02-11,http://ufcstats.com/fighter-details/05fa626cb33d15b8
JeongYeong Lee,JeongYeong,Lee,Korean Tiger,177.8,145.0,185.4,Orthodox,1995-11-13,http://ufcstats.com/fighter-details/d008d785f6347dc2
JungHyun Lee,JungHyun,Lee,The Phenom,165.1,125.0,165.1,Orthodox,2002-09-10,http://ufcstats.com/fighter-details/b6033505c245e28b
ChangHo Lee,ChangHo,Lee,,172.7,135.0,175.3,Orthodox,1994-05-09,http://ufcstats.com/fighter-details/117a06469813e4ef
Macksom Lee,Macksom,Lee,,185.4,135.0,190.5,Orthodox,1999-01-06,http://ufcstats.com/fighter-details/9fd299c8356cbf0f
YiSak Lee,YiSak,Lee,The Tank,,185.0,,,2000-01-01,http://ufcstats.com/fighter-details/e6666480a830f764
Ricky Legere Jr.,Ricky,Legere Jr.,IE Bad Boy,172.7,170.0,,,,http://ufcstats.com/fighter-details/5817df778cc27274
Sherron Leggett,Sherron,Leggett,Rob Roy,172.7,155.0,,Southpaw,1978-10-27,http://ufcstats.com/fighter-details/4f670b7972fa0a2e
Cheyden Leialoha,Cheyden,Leialoha,Steadfast,172.7,135.0,185.4,Orthodox,1994-03-15,http://ufcstats.com/fighter-details/98cbbc06074c68a4
Claudia Leite,Claudia,Leite,,160.0,135.0,162.6,Orthodox,1996-11-04,http://ufcstats.com/fighter-details/90550a08f0b02b6f
Thales Leites,Thales,Leites,,185.4,185.0,198.1,Orthodox,1981-09-06,http://ufcstats.com/fighter-details/cfb65863d5099327
Jovan Leka,Jovan,Leka,,,265.0,,,2002-03-15,http://ufcstats.com/fighter-details/182a73d5b4e57871
Stefan Leko,Stefan,Leko,Blitz,188.0,215.0,,Orthodox,1974-06-03,http://ufcstats.com/fighter-details/d56bb6dff2ae77eb
Gabe Lemley,Gabe,Lemley,,172.7,155.0,,Orthodox,,http://ufcstats.com/fighter-details/fd4578cac86d75ca
Amanda Lemos,Amanda,Lemos,,162.6,115.0,165.1,Southpaw,1987-05-22,http://ufcstats.com/fighter-details/3df5493bb279226f
Giacomo Lemos,Giacomo,Lemos,,190.5,247.0,190.5,Orthodox,1989-06-23,http://ufcstats.com/fighter-details/f37822d5b3e47517
Christophe Leninger,Christophe,Leninger,,182.9,200.0,,Southpaw,,http://ufcstats.com/fighter-details/7269329bd87eb479
Jesse Lennox,Jesse,Lennox,The Ox,175.3,170.0,182.9,Orthodox,1982-03-10,http://ufcstats.com/fighter-details/3ae10ac4df3df05c
Jean Francois Lenogue,Jean Francois,Lenogue,,182.9,185.0,,Orthodox,1972-11-29,http://ufcstats.com/fighter-details/e60201cfab7d656d
Nik Lentz,Nik,Lentz,The Carny,172.7,145.0,172.7,Orthodox,1984-08-13,http://ufcstats.com/fighter-details/6fb1ba67bef41b37
Alberta Cerra Leon,Alberta Cerra,Leon,,172.7,238.0,,,,http://ufcstats.com/fighter-details/6e02c318762f52f1
Victoria Leonardo,Victoria,Leonardo,Fury,165.1,125.0,162.6,Orthodox,1990-02-16,http://ufcstats.com/fighter-details/9dedfdd91070ddd8
Anthony Leone,Anthony,Leone,,167.6,135.0,,Orthodox,1987-05-27,http://ufcstats.com/fighter-details/86b9b51a81e9c339
Chad Leonhardt,Chad,Leonhardt,The Boss,182.9,170.0,,,1980-02-19,http://ufcstats.com/fighter-details/657d0ed181f04215
Kimo Leopoldo,Kimo,Leopoldo,,190.5,235.0,,Orthodox,1968-01-05,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3
Michael Lerma,Michael,Lerma,,,,,,,http://ufcstats.com/fighter-details/f1fd8ec1023c89b3
Lukasz Les,Lukasz,Les,,,170.0,,,1981-11-05,http://ufcstats.com/fighter-details/5a8e30ed38a5bc6f
Brock Lesnar,Brock,Lesnar,,190.5,265.0,205.7,Orthodox,1977-07-12,http://ufcstats.com/fighter-details/513c6f1715e547a8
Frank Lester,Frank,Lester,,180.3,170.0,,Orthodox,1984-06-10,http://ufcstats.com/fighter-details/edd8d5d8089a35f8
Valerie Letourneau,Valerie,Letourneau,Trouble,170.2,115.0,172.7,Orthodox,1983-04-29,http://ufcstats.com/fighter-details/46a2f24feb258ae0
Leah Letson,Leah,Letson,Nidas,170.2,145.0,180.3,Southpaw,1992-08-21,http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7
Justin Levens,Justin,Levens,The Executioner,180.3,185.0,,Orthodox,1980-04-18,http://ufcstats.com/fighter-details/8c3f3c43c8ceb778
Marcus LeVesseur,Marcus,LeVesseur,The Prospect,175.3,155.0,177.8,Southpaw,1982-07-17,http://ufcstats.com/fighter-details/182f2b78582de3d8
David Levicki,David,Levicki,,195.6,275.0,,,,http://ufcstats.com/fighter-details/49590e0508b2c19f
Kyle Levinton,Kyle,Levinton,,,,,,,http://ufcstats.com/fighter-details/81ddc98fceb30086
Natan Levy,Natan,Levy,Lethal,175.3,155.0,180.3,Southpaw,1991-09-30,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5
John Lewis,John,Lewis,,182.9,155.0,,Southpaw,,http://ufcstats.com/fighter-details/4a01dc8376736ef5
Derrick Lewis,Derrick,Lewis,The Black Beast,190.5,260.0,200.7,Orthodox,1985-02-07,http://ufcstats.com/fighter-details/d3df1add9d9a7efb
Bevon Lewis,Bevon,Lewis,,190.5,185.0,200.7,Orthodox,1991-05-05,http://ufcstats.com/fighter-details/899923ff6ab13917
Brandon Lewis,Brandon,Lewis,,162.6,135.0,177.8,Orthodox,1997-08-02,http://ufcstats.com/fighter-details/6623cb1c27025634
Malik Lewis,Malik,Lewis,Hard Knock,182.9,155.0,190.5,Orthodox,1996-03-04,http://ufcstats.com/fighter-details/f60dbe6e05489c4f
Chi Lewis-Parry,Chi,Lewis-Parry,Chopper,205.7,243.0,,,1983-08-10,http://ufcstats.com/fighter-details/a307a10414d0ad00
Li Jingliang,Li,Jingliang,The Leech,182.9,170.0,180.3,Orthodox,1988-03-20,http://ufcstats.com/fighter-details/e64b96c07d7ce999
Li Yunfeng,Li,Yunfeng,,172.7,135.0,172.7,Orthodox,1999-03-08,http://ufcstats.com/fighter-details/4c7afd56ef1947ac
Liang Na,Liang,Na,The Dragon Girl,165.1,125.0,170.2,Orthodox,1996-07-27,http://ufcstats.com/fighter-details/ec0dcceace7d25a3
Jess Liaudin,Jess,Liaudin,The Joker,175.3,170.0,182.9,Orthodox,,http://ufcstats.com/fighter-details/a8aba6fd8a463043
Chuck Liddell,Chuck,Liddell,The Iceman,188.0,205.0,193.0,Orthodox,1969-12-17,http://ufcstats.com/fighter-details/a390eb8a9b2df298
Rodrigo Lidio,Rodrigo,Lidio,Dynamis,180.3,155.0,185.4,Orthodox,1989-07-07,http://ufcstats.com/fighter-details/11b5a809c3120e27
Sam Liera,Sam,Liera,,,,,,,http://ufcstats.com/fighter-details/421ccfc6ddb17958
Zach Light,Zach,Light,,172.7,170.0,,Orthodox,1974-02-06,http://ufcstats.com/fighter-details/5d7c18191b8aa432
Scott Lighty,Scott,Lighty,,188.0,205.0,,,1978-10-15,http://ufcstats.com/fighter-details/998c8890a8dde1eb
Chris Liguori,Chris,Liguori,,175.3,185.0,,Orthodox,,http://ufcstats.com/fighter-details/0e31bfd26cc8c503
Donnie Liles,Donnie,Liles,,175.3,170.0,,Orthodox,,http://ufcstats.com/fighter-details/a1bf037613180253
Jae Suk Lim,Jae Suk,Lim,,175.3,170.0,,Orthodox,1979-11-09,http://ufcstats.com/fighter-details/bbb15f301e4a490a
Hyun Gyu Lim,Hyun Gyu,Lim,The Ace,190.5,170.0,195.6,Orthodox,1985-01-16,http://ufcstats.com/fighter-details/203c957eac95dd87
GwanWoo Lim,GwanWoo,Lim,The Giant,,155.0,,,2001-07-27,http://ufcstats.com/fighter-details/a53657e43b00614e
Juliana Lima,Juliana,Lima,Ju Thai,165.1,115.0,165.1,Orthodox,1982-03-15,http://ufcstats.com/fighter-details/75a6a390fd5dca46
Dhiego Lima,Dhiego,Lima,,188.0,170.0,190.5,Orthodox,1989-01-31,http://ufcstats.com/fighter-details/e9213f53ddeca978
Douglas Lima,Douglas,Lima,The Phenom,185.4,170.0,,,1988-01-05,http://ufcstats.com/fighter-details/264111bf62662fbf
Mabelly Lima,Mabelly,Lima,,157.5,135.0,,Orthodox,1994-01-25,http://ufcstats.com/fighter-details/6135fd9665fbb74e
Andre Lima,Andre,Lima,Mascote,170.2,125.0,170.2,Orthodox,1999-02-04,http://ufcstats.com/fighter-details/b1f21ce050035d58
Felipe Lima,Felipe,Lima,Jungle Boy,167.6,135.0,172.7,Orthodox,1998-05-07,http://ufcstats.com/fighter-details/9256f591b30c073e
Miguel Linares,Miguel,Linares,,,,,,,http://ufcstats.com/fighter-details/18c49685296c60e6
Emiliano Linares,Emiliano,Linares,Golden Bull,172.7,145.0,182.9,Orthodox,1997-04-21,http://ufcstats.com/fighter-details/a4ef92274a45143d
Matt Lindland,Matt,Lindland,The Law,182.9,185.0,188.0,Southpaw,1970-05-17,http://ufcstats.com/fighter-details/0e041d43a47d2e4b
Jake Lindsey,Jake,Lindsey,The Librarian,180.3,155.0,,Switch,1986-06-21,http://ufcstats.com/fighter-details/33e00249ef08d3a4
John Lineker,John,Lineker,Hands of Stone,160.0,135.0,170.2,Orthodox,1990-06-12,http://ufcstats.com/fighter-details/c268b2cfebccf652
Austin Lingo,Austin,Lingo,Lights Out,177.8,145.0,177.8,Orthodox,1994-07-10,http://ufcstats.com/fighter-details/305d73ede05e31ad
Lucio Linhares,Lucio,Linhares,,188.0,185.0,,Orthodox,1973-12-08,http://ufcstats.com/fighter-details/a780d16cf7eed44d
Philipe Lins,Philipe,Lins,Monstro,188.0,205.0,198.1,Orthodox,1985-08-17,http://ufcstats.com/fighter-details/53c943c873cffe90
Tainara Lisboa,Tainara,Lisboa,Thai Panther,170.2,135.0,170.2,Orthodox,1991-03-02,http://ufcstats.com/fighter-details/2c5f5749569eef66
Dean Lister,Dean,Lister,The Boogeyman,185.4,185.0,190.5,Orthodox,1976-02-13,http://ufcstats.com/fighter-details/68c6cd5287b473a7
Wesley Little,Wesley,Little,,193.0,205.0,,,,http://ufcstats.com/fighter-details/008c6e1a25751575
Liu Ce,Liu,Ce,,,205.0,,,1996-09-04,http://ufcstats.com/fighter-details/a9936818d709e2d7
Adam Livingston,Adam,Livingston,Bomb,188.0,155.0,180.3,Orthodox,2001-08-15,http://ufcstats.com/fighter-details/515890922fe9ce96
James Llontop,James,Llontop,Goku,182.9,155.0,185.4,Orthodox,1999-08-02,http://ufcstats.com/fighter-details/93b2b7caa457cbea
Abner Lloveras,Abner,Lloveras,Skullman,180.3,155.0,,,1982-09-04,http://ufcstats.com/fighter-details/6448e57a9533b7e4
Brian Lo-A-Njoe,Brian,Lo-A-Njoe,,170.2,155.0,,Orthodox,,http://ufcstats.com/fighter-details/7abce81b72fbbd9b
John Lober,John,Lober,The Machine,180.3,199.0,,Orthodox,1968-02-26,http://ufcstats.com/fighter-details/31652c9267606d54
Artem Lobov,Artem,Lobov,The Russian Hammer,175.3,145.0,165.1,Southpaw,1986-08-11,http://ufcstats.com/fighter-details/02f2a9702ba3d167
Dylan Lockard,Dylan,Lockard,,175.3,145.0,182.9,Orthodox,1992-05-19,http://ufcstats.com/fighter-details/9caa254991a5a698
Ryan Loder,Ryan,Loder,Man of Steel,188.0,185.0,193.0,Southpaw,1991-06-05,http://ufcstats.com/fighter-details/d5bab53a1a603aac
Sean Loeffler,Sean,Loeffler,The Destroyer,190.5,185.0,,Orthodox,1982-05-23,http://ufcstats.com/fighter-details/d3d1ff3f3dfa0931
Christian Lohsen,Christian,Lohsen,Hollywood,188.0,155.0,195.6,Southpaw,1995-01-24,http://ufcstats.com/fighter-details/4ab36d70d1b28b58
David Loiseau,David,Loiseau,The Crow,182.9,185.0,193.0,Orthodox,1979-12-17,http://ufcstats.com/fighter-details/22e47b53e4ceb27c
Hector Lombard,Hector,Lombard,,175.3,185.0,180.3,Southpaw,1978-02-02,http://ufcstats.com/fighter-details/db1f2ed63b54b9a7
Michael Lombardo,Michael,Lombardo,The Don,182.9,170.0,182.9,Orthodox,1990-04-03,http://ufcstats.com/fighter-details/6d6b9a6cb063b60d
Rocky Long,Rocky,Long,,,145.0,,,1978-02-18,http://ufcstats.com/fighter-details/10e04e5e81f391a0
Thomas Longacre,Thomas,Longacre,,175.3,145.0,,Orthodox,,http://ufcstats.com/fighter-details/989be26791d0aad4
Loma Lookboonmee,Loma,Lookboonmee,,154.9,115.0,154.9,Orthodox,1996-01-18,http://ufcstats.com/fighter-details/4e30e4250cb08b61
Ange Loosa,Ange,Loosa,The Last Ninja,177.8,170.0,188.0,Orthodox,1993-03-18,http://ufcstats.com/fighter-details/1497e735d9f2560a
Lucas Lopes,Lucas,Lopes,,188.0,185.0,,,1979-10-05,http://ufcstats.com/fighter-details/1f70dd67ad507990
Dileno Lopes,Dileno,Lopes,,165.1,135.0,,,1984-09-26,http://ufcstats.com/fighter-details/8270c00fae24c922
Diego Lopes,Diego,Lopes,,180.3,145.0,182.9,Orthodox,1994-12-30,http://ufcstats.com/fighter-details/f166e93d04a8c274
Bruno Lopes,Bruno,Lopes,The Brazilian Cowboy,188.0,205.0,188.0,Orthodox,1993-04-24,http://ufcstats.com/fighter-details/0abcf6bc47191219
Arthur Lopes,Arthur,Lopes,Demolidor,188.0,234.0,195.6,Southpaw,1993-02-17,http://ufcstats.com/fighter-details/2aa481e98185e261
Ivan Lopez,Ivan,Lopez,,167.6,135.0,,Southpaw,,http://ufcstats.com/fighter-details/0db9d2486d564a3c
Steve Lopez,Steve,Lopez,,180.3,155.0,,Orthodox,1984-07-30,http://ufcstats.com/fighter-details/6085ceb59087514b
Federico Lopez,Federico,Lopez,Kiko,162.6,139.0,,Orthodox,,http://ufcstats.com/fighter-details/9681e0ce67dc978b
Jorge Lopez,Jorge,Lopez,,177.8,170.0,,Orthodox,1988-11-21,http://ufcstats.com/fighter-details/ee624ee2a18f2a43
Christopher Lopez,Christopher,Lopez,,177.8,170.0,,,1986-01-30,http://ufcstats.com/fighter-details/5148a665aa527865
Matthew Lopez,Matthew,Lopez,,170.2,135.0,175.3,Southpaw,1987-01-21,http://ufcstats.com/fighter-details/2fc7e9701642ca38
Benito Lopez,Benito,Lopez,Golden Boy,177.8,135.0,185.4,Switch,1994-04-06,http://ufcstats.com/fighter-details/773f7feacf96153e
Gustavo Lopez,Gustavo,Lopez,,165.1,135.0,170.2,Orthodox,1989-06-27,http://ufcstats.com/fighter-details/93b62c5f2ba18e51
Gabriel Lorenco,Gabriel,Lorenco,Black Mamba,,,,,1999-09-30,http://ufcstats.com/fighter-details/e3fc6c1fab298561
Alik Lorenz,Alik,Lorenz,,188.0,205.0,195.6,Orthodox,1997-01-25,http://ufcstats.com/fighter-details/92b5f4ee9ff40321
Colton Loud,Colton,Loud,,,125.0,,,2000-12-07,http://ufcstats.com/fighter-details/1c01e9a0c44e3128
Brendan Loughnane,Brendan,Loughnane,,177.8,145.0,177.8,Switch,1989-12-05,http://ufcstats.com/fighter-details/b788862dd1c11eac
Nate Loughran,Nate,Loughran,,188.0,185.0,,Orthodox,1980-07-28,http://ufcstats.com/fighter-details/cbf94e4c4af4ff6d
Caolan Loughran,Caolan,Loughran,The Don,167.6,135.0,172.7,Orthodox,1996-05-18,http://ufcstats.com/fighter-details/42ac4020cba261ad
Rashard Lovelace,Rashard,Lovelace,,,155.0,,,,http://ufcstats.com/fighter-details/e601d71cf8e5be22
Ian Loveland,Ian,Loveland,The Barn Owl,172.7,145.0,,Orthodox,1983-09-07,http://ufcstats.com/fighter-details/eea0274e153256a0
Jakob Lovstad,Jakob,Lovstad,The Striking Viking,190.5,205.0,,Orthodox,,http://ufcstats.com/fighter-details/ad044be25c94dcfd
Waylon Lowe,Waylon,Lowe,,170.2,145.0,,Southpaw,1980-10-31,http://ufcstats.com/fighter-details/28f62d866c59c709
Brandon Lowe,Brandon,Lowe,,,155.0,,,,http://ufcstats.com/fighter-details/78ac94d54aa7f378
Joe Lowry,Joe,Lowry,,180.3,155.0,185.4,Orthodox,1989-12-12,http://ufcstats.com/fighter-details/86248c84834238e7
Lu Kai,Lu,Kai,The Last Gladiator,175.3,145.0,175.3,Orthodox,1994-03-01,http://ufcstats.com/fighter-details/a2d23e684b3db732
Lu Zhengyong,Lu,Zhengyong,,,125.0,,,,http://ufcstats.com/fighter-details/dc1bfd47c3b21ad3
Robert Lucarelli,Robert,Lucarelli,,188.0,245.0,,,,http://ufcstats.com/fighter-details/96087e90d900f0ef
Matt Lucas,Matt,Lucas,Luke Duke,185.4,205.0,,,,http://ufcstats.com/fighter-details/668222c99c5c311d
Cleber Luciano,Cleber,Luciano,,167.6,155.0,,,,http://ufcstats.com/fighter-details/9bdebbf2735d14c2
Stephanie Luciano,Stephanie,Luciano,Rondinha,167.6,115.0,165.1,Orthodox,1999-12-16,http://ufcstats.com/fighter-details/1b35af4d1529adf6
Iasmin Lucindo,Iasmin,Lucindo,,160.0,115.0,167.6,Orthodox,2002-01-08,http://ufcstats.com/fighter-details/abcf2cc6efc42031
Duane Ludwig,Duane,Ludwig,Bang,177.8,170.0,177.8,Orthodox,1978-08-04,http://ufcstats.com/fighter-details/84ac950d4c1722dd
Lawrence Lui,Lawrence,Lui,Lok Yin,170.2,135.0,182.9,Orthodox,1996-08-04,http://ufcstats.com/fighter-details/a1ad35b98a9136e5
Mike Lullo,Mike,Lullo,,172.7,145.0,,Orthodox,1979-07-24,http://ufcstats.com/fighter-details/e26882820f9e8df5
Juan Andres Luna,Juan Andres,Luna,,170.2,125.0,182.9,Orthodox,1995-08-20,http://ufcstats.com/fighter-details/1fd9f744105024a8
Paula Luna,Paula,Luna,La Prodigia,157.5,125.0,157.5,Orthodox,1999-07-05,http://ufcstats.com/fighter-details/5b1effb0db45273a
Santiago Luna,Santiago,Luna,BorderBoy,175.3,135.0,188.0,Orthodox,2004-08-06,http://ufcstats.com/fighter-details/faf317c665546a36
Dalcha Lungiambula,Dalcha,Lungiambula,Champion,172.7,185.0,193.0,Orthodox,1987-07-31,http://ufcstats.com/fighter-details/ce632027bf2a871b
Alexandru Lungu,Alexandru,Lungu,,182.9,385.0,,Orthodox,1974-09-03,http://ufcstats.com/fighter-details/4887e5bc4dbb73ff
Vicente Luque,Vicente,Luque,The Silent Assassin,180.3,170.0,190.5,Orthodox,1991-11-27,http://ufcstats.com/fighter-details/6d4b63c767106d3a
Thaddeus Luster,Thaddeus,Luster,,190.5,210.0,,,,http://ufcstats.com/fighter-details/505934897b8b4824
Travis Lutter,Travis,Lutter,The Serial Killer,180.3,185.0,190.5,Orthodox,1973-05-12,http://ufcstats.com/fighter-details/622f015c81a9b13a
Joilton Lutterbach,Joilton,Lutterbach,Peregrino,185.4,185.0,190.5,Orthodox,1992-11-05,http://ufcstats.com/fighter-details/12630a4aa0894da8
Tucker Lutz,Tucker,Lutz,Top Gun,172.7,145.0,182.9,Orthodox,1994-07-12,http://ufcstats.com/fighter-details/7832f2f62f04178f
Lv Zhenhong,Lv,Zhenhong,,172.7,145.0,170.2,Switch,1993-06-25,http://ufcstats.com/fighter-details/5a4913108a3b9190
Stevie Lynch,Stevie,Lynch,,177.8,170.0,,Orthodox,,http://ufcstats.com/fighter-details/710d93f1508f7104
Adam Lynn,Adam,Lynn,,177.8,155.0,,Orthodox,,http://ufcstats.com/fighter-details/edfe95e3c33a4bf8
Chris Lytle,Chris,Lytle,Lights Out,180.3,170.0,172.7,Orthodox,1974-08-18,http://ufcstats.com/fighter-details/91acd6910b802a9e
Dong Hyun Ma,Dong Hyun,Ma,Maestro,180.3,155.0,177.8,Orthodox,1988-09-09,http://ufcstats.com/fighter-details/98a6b2361045898f
Pawan Maan,Pawan,Maan,,170.2,155.0,177.8,Orthodox,1986-04-06,http://ufcstats.com/fighter-details/450bacdacd706bcd
William Macario,William,Macario,Patolino,180.3,170.0,190.5,Orthodox,1991-07-01,http://ufcstats.com/fighter-details/ed74afc8b5b47a61
Jason MacDonald,Jason,MacDonald,The Athlete,190.5,185.0,203.2,Orthodox,1975-06-03,http://ufcstats.com/fighter-details/2be6596a9db33bf5
Rob MacDonald,Rob,MacDonald,Maximus,190.5,205.0,198.1,Orthodox,1978-09-05,http://ufcstats.com/fighter-details/f3388d2cf7ab3f64
Rory MacDonald,Rory,MacDonald,Red King,182.9,170.0,193.0,Orthodox,1989-07-22,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e
Ryan MacDonald,Ryan,MacDonald,Main Event,180.3,135.0,180.3,Switch,1993-03-18,http://ufcstats.com/fighter-details/35e1f9984ed64206
Clayton MacFarlane,Clayton,MacFarlane,,,170.0,,,,http://ufcstats.com/fighter-details/39831e62d12e7ad1
Ilima Macfarlane,Ilima,Macfarlane,,162.6,125.0,,,,http://ufcstats.com/fighter-details/8cf90e41646491fd
Valesca Machado,Valesca,Machado,Tina Black,162.6,115.0,160.0,Orthodox,1996-05-06,http://ufcstats.com/fighter-details/a1a91dbf41a029c4
Caio Machado,Caio,Machado,Bigfoot,193.0,250.0,198.1,Southpaw,1994-07-20,http://ufcstats.com/fighter-details/89839250eb25c9c1
Ian Machado Garry,Ian,Machado Garry,The Future,190.5,170.0,188.0,Orthodox,1997-11-17,http://ufcstats.com/fighter-details/442c9011034ae1fd
Lyoto Machida,Lyoto,Machida,The Dragon,185.4,185.0,188.0,Southpaw,1978-05-30,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6
War Machine,War,Machine,,180.3,170.0,,Orthodox,1981-11-30,http://ufcstats.com/fighter-details/cd7bafbeee1f29a0
Anthony Macias,Anthony,Macias,Mad Dog,175.3,185.0,,Switch,,http://ufcstats.com/fighter-details/dedc3bb440d09554
Pauline Macias,Pauline,Macias,PITA,162.6,115.0,162.6,Southpaw,1988-06-27,http://ufcstats.com/fighter-details/e88b83dea18f5d31
Reza Madadi,Reza,Madadi,Mad Dog,180.3,155.0,185.4,Orthodox,1978-06-20,http://ufcstats.com/fighter-details/e25bcbcdaf6537a1
Don Madge,Don,Madge,Magic Man,182.9,155.0,182.9,Southpaw,1990-11-12,http://ufcstats.com/fighter-details/68c7ad953455c73f
Ryan Madigan,Ryan,Madigan,,182.9,170.0,,Orthodox,,http://ufcstats.com/fighter-details/a8d521d913df4e31
Victor Madrigal,Victor,Madrigal,Periquito,170.2,135.0,180.3,Orthodox,1990-08-16,http://ufcstats.com/fighter-details/cc63a5f0089d8ba9
Jon Madsen,Jon,Madsen,,182.9,240.0,182.9,Orthodox,1980-02-12,http://ufcstats.com/fighter-details/7691a80e6ca3e55b
Mark Madsen,Mark,Madsen,The Olympian,172.7,155.0,182.9,Orthodox,1984-09-23,http://ufcstats.com/fighter-details/da0995f19b749cfa
Yoshiro Maeda,Yoshiro,Maeda,,170.2,139.0,172.7,Southpaw,1981-10-31,http://ufcstats.com/fighter-details/a4bf17bd3ba3423b
Leonardo Mafra,Leonardo,Mafra,Macarrao,177.8,155.0,177.8,Orthodox,1989-04-25,http://ufcstats.com/fighter-details/8bbc0cfc01bc1ba1
Vinny Magalhaes,Vinny,Magalhaes,Pezao,190.5,205.0,190.5,Orthodox,1984-07-02,http://ufcstats.com/fighter-details/88a9bc81271ccd89
Vinicius Magalhaes,Vinicius,Magalhaes,Draculinho,,145.0,,,1971-07-30,http://ufcstats.com/fighter-details/1b583c64c23f0c7f
Caio Magalhaes,Caio,Magalhaes,Hellboy,185.4,185.0,185.4,Orthodox,1987-12-14,http://ufcstats.com/fighter-details/0c5c66ddd1886b83
Bernardo Magalhaes,Bernardo,Magalhaes,Trekko,175.3,155.0,,Orthodox,1981-04-08,http://ufcstats.com/fighter-details/7a613f78dd7ee8f8
Eric Magana,Eric,Magana,,,,,,,http://ufcstats.com/fighter-details/8db1b36dde268ef6
Brandon Magana,Brandon,Magana,,,170.0,,Orthodox,,http://ufcstats.com/fighter-details/2015c944226ad2df
Angela Magana,Angela,Magana,Your Majesty,154.9,115.0,165.1,Orthodox,1983-08-02,http://ufcstats.com/fighter-details/bd878a638e0e3be3
Neil Magny,Neil,Magny,The Haitian Sensation,190.5,170.0,203.2,Orthodox,1987-08-03,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5
Raimond Magomedaliev,Raimond,Magomedaliev,,185.4,170.0,190.5,Orthodox,1990-06-10,http://ufcstats.com/fighter-details/d16373b3568678d4
Ibragim Magomedov,Ibragim,Magomedov,,182.9,250.0,,Orthodox,,http://ufcstats.com/fighter-details/e7e970d508529bf3
Rashid Magomedov,Rashid,Magomedov,Highlander,175.3,155.0,177.8,Orthodox,1984-11-29,http://ufcstats.com/fighter-details/7ea1f74cef32f906
Ruslan Magomedov,Ruslan,Magomedov,Leopard,190.5,242.0,198.1,Orthodox,1986-11-26,http://ufcstats.com/fighter-details/369e1ce458ef50a6
